01/11/1992	137.1
01/12/1992	76.8
01/01/1993	38.6
01/02/1993	130.3
01/03/1993	114.6
01/04/1993	151.4
01/05/1993	202.4
01/06/1993	14.6
01/07/1993	3.5
01/08/1993	10.5
01/09/1993	139
01/10/1993	73.6
01/11/1993	152.1
01/12/1993	93.3
01/01/1994	74.4
01/02/1994	66.1
01/03/1994	233.7
01/04/1994	262.9
01/05/1994	109.9
01/06/1994	38.5
01/07/1994	11.8
01/08/1994	12
01/09/1994	46.9
01/10/1994	148.5
01/11/1994	231.3
01/12/1994	59.7
01/01/1995	34.1
01/02/1995	13
01/03/1995	78.4
01/04/1995	89.6
01/05/1995	60.4
01/06/1995	58.1
01/07/1995	68.8
01/08/1995	67.1
01/09/1995	63.1
01/10/1995	174.4
01/11/1995	110.3
01/12/1995	63.4
01/01/1996	54.7
01/02/1996	111.8
01/03/1996	176.6
01/04/1996	164.5
01/05/1996	149.5
01/06/1996	158.4
01/07/1996	58.5
01/08/1996	56.2
01/09/1996	114.7
01/10/1996	111.5
01/11/1996	62.2
01/12/1996	66.2
01/01/1997	133.7
01/02/1997	19.9
01/03/1997	101.4
01/04/1997	121.1
01/05/1997	39.8
01/06/1997	115.4
01/07/1997	0.2
01/08/1997	0
01/09/1997	86.1
01/10/1997	57.9
01/11/1997	222.4
01/12/1997	24.3
01/01/1998	12.8
01/02/1998	64.2
01/03/1998	89.2
01/04/1998	172.4
01/05/1998	144
01/06/1998	53.2
01/07/1998	33.1
01/08/1998	57.3
01/09/1998	125.9
01/10/1998	70.8
01/11/1998	215.5
01/12/1998	76.8
01/01/1999	124.4
01/02/1999	144
01/03/1999	127.3
01/04/1999	187.5
01/05/1999	90.6
01/06/1999	61.8
01/07/1999	6.6
01/08/1999	32.5
01/09/1999	136.1
01/10/1999	97.5
01/11/1999	112.7
01/12/1999	74.5
01/01/2000	67.4
01/02/2000	172.6
01/03/2000	90
01/04/2000	59.6
01/05/2000	183.3
01/06/2000	33.9
01/07/2000	94.3
01/08/2000	37.2
01/09/2000	95.3
01/10/2000	96.2
01/11/2000	91.2
01/12/2000	79
01/01/2001	77.5
01/02/2001	61.6
01/03/2001	126.9
01/04/2001	38
01/05/2001	92.5
01/06/2001	20.8
01/07/2001	23
01/08/2001	3
01/09/2001	87.8
01/10/2001	37
01/11/2001	69.1
01/12/2001	106.9
01/01/2002	10.1
01/02/2002	72.8
01/03/2002	149.8
01/04/2002	141.4
01/05/2002	63.5
01/06/2002	42.8
01/07/2002	22.3
01/08/2002	69.9
01/09/2002	86.9
01/10/2002	130.5
01/11/2002	86.9
01/12/2002	127.2
01/01/2003	31.4
01/02/2003	70.6
01/03/2003	145.1
01/04/2003	236.5
01/05/2003	26.9
01/06/2003	96.5
01/07/2003	23.4
01/08/2003	65
01/09/2003	70.7
01/10/2003	91.1
01/11/2003	170.1
01/12/2003	31.8
01/01/2004	99.3
01/02/2004	48.8
01/03/2004	66.3
01/04/2004	126.5
01/05/2004	65.1
01/06/2004	24.3
01/07/2004	59.3
01/08/2004	9.9
01/09/2004	87.8
01/10/2004	143.6
01/11/2004	134.6
01/12/2004	89.5
01/01/2005	34.4
01/02/2005	52.4
01/03/2005	94.4
01/04/2005	114.7
01/05/2005	159.3
01/06/2005	34.4
01/07/2005	19.3
01/08/2005	14.4
01/09/2005	58.3
01/10/2005	119.7
01/11/2005	118.8
01/12/2005	121.6
01/01/2006	149.5
01/02/2006	141.9
01/03/2006	152.7
01/04/2006	384.5
01/05/2006	88.2
01/06/2006	126
01/07/2006	33.2
01/08/2006	25.8
01/09/2006	10.3
01/10/2006	75.3
01/11/2006	152.7
01/12/2006	152.4
01/01/2007	50.9
01/02/2007	23
01/03/2007	96.3
01/04/2007	273.4
01/05/2007	110.7
01/06/2007	28.2
01/07/2007	47.9
01/08/2007	119.3
01/09/2007	47.3
01/10/2007	150.1
01/11/2007	82.2
01/12/2007	178.4
01/01/2008	87.6
01/02/2008	144.8
01/03/2008	91.8
01/04/2008	149.9
01/05/2008	251
01/06/2008	114.7
01/07/2008	89.6
01/08/2008	82.1
01/09/2008	25
01/10/2008	70.1
01/11/2008	124.8
01/12/2008	93.6
01/01/2009	100.9
01/02/2009	62.1
01/03/2009	206.4
